,time,    xAcc,    yAcc,    zAcc,    xAng,    yAng,    zAng,    xMag,    yMag,    zMag,    temp,   water,       lat,       lon
231,41843, -0.0017, -0.0237,  0.9880, -0.1831,  3.7003, -2.0142,      -1,      -1,      -1, 23.4961,       0,       nan,       nan
232,41881, -0.0032, -0.0208,  0.9856, -0.7324,  3.7308, -1.5717,      -1,      -1,      -1, 23.5234,       0,       nan,       nan
233,41919,  0.0046, -0.0239,  0.9888, -0.5264,  3.6545, -1.1063,      -1,      -1,      -1, 23.5000,       0,       nan,       nan
234,41957, -0.0012, -0.0200,  0.9888, -0.7019,  3.8223, -1.3046,      -1,      -1,      -1, 23.5000,       0,       nan,       nan
235,41995,  0.0044, -0.0264,  0.9861, -0.7477,  3.4943, -0.9232,      -1,      -1,      -1, 23.4922,       0,       nan,       nan
236,42033, -0.0015, -0.0190,  0.9885, -0.4044,  3.4866, -2.0523,      -1,      -1,      -1, 23.5234,       0,       nan,       nan
237,42071, -0.0051, -0.0244,  0.9851, -0.2594,  3.8300, -0.9613,      -1,      -1,      -1, 23.4805,       0,       nan,       nan
238,42110, -0.0034, -0.0168,  0.9958, -0.6561,  3.5248, -0.8469,      -1,      -1,      -1, 23.5156,       0,       nan,       nan
239,42148,  0.0046, -0.0195,  0.9924, -0.1831,  3.4103, -1.7166,      -1,      -1,      -1, 23.5430,       0,       nan,       nan
240,42186, -0.0020, -0.0254,  0.9900, -1.0529,  3.7537, -1.3733,      -1,      -1,      -1, 23.5430,       0,       nan,       nan
241,42224,  0.0010, -0.0156,  0.9944, -0.8774,  3.2654, -1.0071,      -1,      -1,      -1, 23.5039,       0,       nan,       nan
242,42263,  0.0022, -0.0203,  0.9915, -0.6866,  3.3722, -1.4496,      -1,      -1,      -1, 23.5156,       0,       nan,       nan
243,42301,  0.0085, -0.0229,  0.9875, -1.0300,  3.6316, -0.9766,      -1,      -1,      -1, 23.5078,       0,       nan,       nan
244,42339,  0.0037, -0.0193,  0.9858, -0.3128,  3.6621, -2.2659,      -1,      -1,      -1, 23.5273,       0,       nan,       nan
245,42377,  0.0017, -0.0232,  0.9915, -0.3433,  3.6850, -1.5411,      -1,      -1,      -1, 23.5156,       0,       nan,       nan
246,42415,  0.0010, -0.0193,  0.9907, -0.8926,  4.1351, -1.5259,      -1,      -1,      -1, 23.5117,       0,       nan,       nan
247,42453, -0.0002, -0.0195,  0.9932, -0.5188,  3.7689, -2.2812,      -1,      -1,      -1, 23.5117,       0,       nan,       nan
248,42491,  0.0022, -0.0220,  0.9915, -0.4044,  3.5629, -2.2125,      -1,      -1,      -1, 23.5078,       0,       nan,       nan
249,42529,  0.0017, -0.0215,  0.9922, -0.3662,  3.6926, -1.5182,      -1,      -1,      -1, 23.4922,       0,       nan,       nan
250,42567, -0.0042, -0.0183,  0.9834, -0.7095,  3.6087, -1.1749,      -1,      -1,      -1, 23.5352,       0,       nan,       nan
251,42605, -0.0049, -0.0288,  0.9873,  0.0839,  3.6087, -1.5411,      -1,      -1,      -1, 23.4922,       0,       nan,       nan
252,42643,  0.0044, -0.0264,  0.9900, -0.7095,  3.4943, -0.8469,      -1,      -1,      -1, 23.5117,       0,       nan,       nan
253,42681,  0.0037, -0.0271,  0.9939,  0.0534,  3.8300, -1.7090,      -1,      -1,      -1, 23.5117,       0,       nan,       nan
254,42719, -0.0005, -0.0205,  0.9910, -0.5264,  3.7994, -1.0681,      -1,      -1,      -1, 23.5156,       0,       nan,       nan
255,42757,  0.0005, -0.0183,  0.9875,  0.3281,  3.5172, -1.6098,      -1,      -1,      -1, 23.5117,       0,       nan,       nan
256,42795, -0.0010, -0.0225,  0.9900,  0.1526,  3.6087, -2.1515,      -1,      -1,      -1, 23.5664,       0,       nan,       nan
257,42833, -0.0012, -0.0183,  0.9883,  0.0000,  3.8147, -1.5182,      -1,      -1,      -1, 23.4922,       0,       nan,       nan
258,42872, -0.0007, -0.0198,  0.9924, -0.5112,  3.6469, -0.4807,      -1,      -1,      -1, 23.5273,       0,       nan,       nan
259,42910, -0.0022, -0.0215,  0.9893, -0.6790,  3.7537, -0.4730,      -1,      -1,      -1, 23.5273,       0,       nan,       nan
260,42948,  0.0020, -0.0195,  0.9927, -0.9613,  3.8071, -0.5188,      -1,      -1,      -1, 23.5234,       0,       nan,       nan
261,42986, -0.0022, -0.0208,  0.9922,  0.0458,  3.6926, -1.7929,      -1,      -1,      -1, 23.5234,       0,       nan,       nan
262,43024,  0.0017, -0.0198,  0.9912, -0.2060,  3.8376, -1.3580,      -1,      -1,      -1, 23.5195,       0,       nan,       nan
263,43062,  0.0020, -0.0229,  0.9939, -0.2365,  3.6316, -1.6479,      -1,      -1,      -1, 23.5000,       0,       nan,       nan
264,43101,  0.0012, -0.0198,  0.9897, -0.6714,  3.5095, -1.5030,      -1,      -1,      -1, 23.5234,       0,       nan,       nan
265,43139,  0.0022, -0.0227,  0.9929,  0.0687,  3.6621, -1.1444,      -1,      -1,      -1, 23.5234,       0,       nan,       nan
266,43177,  0.0020, -0.0203,  0.9873, -0.3204,  3.5934, -1.5640,      -1,      -1,      -1, 23.5234,       0,       nan,       nan
267,43215, -0.0017, -0.0212,  0.9958, -0.4578,  3.4714, -1.0376,      -1,      -1,      -1, 23.5039,       0,       nan,       nan
268,43253,  0.0027, -0.0195,  0.9946, -0.6714,  3.7384, -1.2207,      -1,      -1,      -1, 23.5195,       0,       nan,       nan
269,43268, -0.0015, -0.0239,  1.0015, -0.5493,  3.6392, -1.3046,     150,     558,    1093, 23.5195,       0,       nan,       nan
270,43307, -0.0027, -0.0222,  0.9902, -0.6714,  3.1662, -1.3504,      -1,      -1,      -1, 23.4883,       0,       nan,       nan
271,43346, -0.0007, -0.0229,  0.9910, -0.4959,  3.4561, -1.7395,      -1,      -1,      -1, 23.5117,       0,       nan,       nan
272,43385,  0.0002, -0.0229,  0.9895, -0.9460,  3.6316, -1.3275,      -1,      -1,      -1, 23.5156,       0,       nan,       nan
273,43423,  0.0032, -0.0217,  0.9871, -0.7477,  3.8300, -1.4343,      -1,      -1,      -1, 23.5508,       0,       nan,       nan
274,43461,  0.0010, -0.0222,  0.9893, -0.4349,  3.8452, -1.3199,      -1,      -1,      -1, 23.5469,       0,       nan,       nan
